"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",-1045313619
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-169463105
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-988254687
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",3.92127e+11
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",1.18891e+11
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",2.30536e+11
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",69980200000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",454749400000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",5.2873e+11
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",542372500000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",114068900000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",250335800000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",423390200000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",247113100000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",-4.2743e+10
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",193051100000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",86091600000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-192624100000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-303997500000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",16398300000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-32334200000
"HUN","Hungary",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-84437200000
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",23644602624
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",39294141879
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",19136920093
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",36059335404
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",28068894574
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",41346252656
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",55757389289
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",63363463482
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",30900215924
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",20284315117
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",17848199185
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",29691269774
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",22648358024
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",9787290588
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",19100832076
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",27565519312
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",57347320727
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",25271699935
"ISL","Iceland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-22545603584
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",4175524794
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",6568554288
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",457696728
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",354224189
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",212207533
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-4705009902
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-5297378672
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-1581818959
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",5812696245
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-32037786571
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",10969634302
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",16713456025
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",9005905664
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",9318603524
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",5133330761
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",5535160051
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",10561825544
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-28508975224
"IRL","Ireland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",6593240320
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",4336865420
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",5100704853
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",7992571742
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",6096857984
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",8707003325
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",12037670901
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",11701973841
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",11548351932
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",10772475837
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",9740528348
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",12695096512
"ITA","Italy",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",13281899303
